change,filingDate,id,name,share,symbol,transactionCode,transactionDate,transactionPrice,DollarVolume,Transaction Type
-51838,2021-11-15,0000899243-21-044687,Musk Elon,1845419,TSLA,S,2021-11-15,988.607,-51247409.666,Sale
-39835,2021-11-15,0000899243-21-044687,Musk Elon,1897257,TSLA,S,2021-11-15,987.43,-39334274.05,Sale
-61766,2021-11-15,0000899243-21-044687,Musk Elon,1937092,TSLA,S,2021-11-15,986.437,-60928267.742,Sale
-59420,2021-11-15,0000899243-21-044687,Musk Elon,1998858,TSLA,S,2021-11-15,985.488,-58557696.96,Sale
-27238,2021-11-15,0000899243-21-044687,Musk Elon,2058278,TSLA,S,2021-11-15,984.59,-26818262.42,Sale
-6600,2021-11-15,0000899243-21-044687,Musk Elon,2085516,TSLA,S,2021-11-15,983.249,-6489443.4,Sale
-9478,2021-11-15,0000899243-21-044687,Musk Elon,2092116,TSLA,S,2021-11-15,982.196,-9309253.688000001,Sale
-4678,2021-11-15,0000899243-21-044687,Musk Elon,2101594,TSLA,S,2021-11-15,981.356,-4590783.368,Sale
-1400,2021-11-15,0000899243-21-044687,Musk Elon,2106272,TSLA,S,2021-11-15,980.457,-1372639.8,Sale
2107672,2021-11-15,0000899243-21-044687,Musk Elon,2107672,TSLA,M,2021-11-15,6.24,13151873.280000001,Buy
-472,2021-11-12,0000899243-21-044475,Musk Elon,166285682,TSLA,S,2021-11-12,1044.75,-493122.0,Sale
-801,2021-11-12,0000899243-21-044475,Musk Elon,166286154,TSLA,S,2021-11-12,1043.29,-835675.2899999999,Sale
-3049,2021-11-12,0000899243-21-044475,Musk Elon,166286955,TSLA,S,2021-11-12,1042.54,-3178704.46,Sale
-7458,2021-11-12,0000899243-21-044475,Musk Elon,166290004,TSLA,S,2021-11-12,1041.68,-7768849.44,Sale
-10809,2021-11-12,0000899243-21-044475,Musk Elon,166297462,TSLA,S,2021-11-12,1040.4,-11245683.600000001,Sale
-28231,2021-11-12,0000899243-21-044475,Musk Elon,166308271,TSLA,S,2021-11-12,1039.53,-29346971.43,Sale
-32129,2021-11-12,0000899243-21-044475,Musk Elon,166336502,TSLA,S,2021-11-12,1038.43,-33363717.470000003,Sale
-28832,2021-11-12,0000899243-21-044475,Musk Elon,166368631,TSLA,S,2021-11-12,1037.55,-29914641.599999998,Sale
-39924,2021-11-12,0000899243-21-044475,Musk Elon,166397463,TSLA,S,2021-11-12,1036.41,-41377632.84,Sale
-26290,2021-11-12,0000899243-21-044475,Musk Elon,166437387,TSLA,S,2021-11-12,1035.56,-27224872.4,Sale
-45303,2021-11-12,0000899243-21-044475,Musk Elon,166463677,TSLA,S,2021-11-12,1034.49,-46865500.47,Sale
-106870,2021-11-12,0000899243-21-044475,Musk Elon,166508980,TSLA,S,2021-11-12,1033.43,-110442664.10000001,Sale
-46479,2021-11-12,0000899243-21-044475,Musk Elon,166615850,TSLA,S,2021-11-12,1032.46,-47987708.34,Sale
-59137,2021-11-12,0000899243-21-044475,Musk Elon,166662329,TSLA,S,2021-11-12,1031.52,-61000998.24,Sale
-90044,2021-11-12,0000899243-21-044475,Musk Elon,166721466,TSLA,S,2021-11-12,1030.52,-92792142.88,Sale
-101293,2021-11-12,0000899243-21-044475,Musk Elon,166811510,TSLA,S,2021-11-12,1029.49,-104280130.57000001,Sale
-106957,2021-11-12,0000899243-21-044475,Musk Elon,166912803,TSLA,S,2021-11-12,1028.47,-110002065.79,Sale
-61197,2021-11-12,0000899243-21-044475,Musk Elon,167019760,TSLA,S,2021-11-12,1027.6,-62886037.199999996,Sale
-66061,2021-11-12,0000899243-21-044475,Musk Elon,167080957,TSLA,S,2021-11-12,1026.48,-67810295.28,Sale
-94537,2021-11-12,0000899243-21-044475,Musk Elon,167147018,TSLA,S,2021-11-12,1025.48,-96945802.76,Sale
-83647,2021-11-12,0000899243-21-044475,Musk Elon,167241555,TSLA,S,2021-11-12,1024.43,-85690496.21000001,Sale
-82055,2021-11-12,0000899243-21-044475,Musk Elon,167325202,TSLA,S,2021-11-12,1023.45,-83979189.75,Sale
-62474,2021-11-12,0000899243-21-044475,Musk Elon,167407257,TSLA,S,2021-11-12,1022.61,-63886537.14,Sale
-9951,2021-11-12,0000899243-21-044475,Musk Elon,167469731,TSLA,S,2021-11-12,1021.46,-10164548.46,Sale
-6000,2021-11-12,0000899243-21-044475,Musk Elon,167479682,TSLA,S,2021-11-12,1020.53,-6123180.0,Sale
-600,2021-11-12,0000899243-21-044262,Musk Elon,167485682,TSLA,S,2021-11-11,1104.01,-662406.0,Sale
-256,2021-11-12,0000899243-21-044262,Musk Elon,167486282,TSLA,S,2021-11-11,1103.51,-282498.56,Sale
-30700,2021-11-12,0000899243-21-044262,Musk Elon,167486538,TSLA,S,2021-11-11,1102.01,-33831707.0,Sale
-100,2021-11-12,0000899243-21-044262,Musk Elon,167517238,TSLA,S,2021-11-11,1100.04,-110004.0,Sale
-71,2021-11-12,0000899243-21-044262,Musk Elon,167517338,TSLA,S,2021-11-11,1097.1,-77894.09999999999,Sale
-3305,2021-11-12,0000899243-21-044262,Musk Elon,167517409,TSLA,S,2021-11-11,1096.67,-3624494.35,Sale
-1190,2021-11-12,0000899243-21-044262,Musk Elon,167520714,TSLA,S,2021-11-11,1095.49,-1303633.1,Sale
-2402,2021-11-12,0000899243-21-044262,Musk Elon,167521904,TSLA,S,2021-11-11,1094.49,-2628964.98,Sale
-2400,2021-11-12,0000899243-21-044262,Musk Elon,167524306,TSLA,S,2021-11-11,1093.48,-2624352.0,Sale
-1400,2021-11-12,0000899243-21-044262,Musk Elon,167526706,TSLA,S,2021-11-11,1092.69,-1529766.0,Sale
-1500,2021-11-12,0000899243-21-044262,Musk Elon,167528106,TSLA,S,2021-11-11,1091.67,-1637505.0,Sale
-1914,2021-11-12,0000899243-21-044262,Musk Elon,167529606,TSLA,S,2021-11-11,1090.29,-2086815.0599999998,Sale
-2343,2021-11-12,0000899243-21-044262,Musk Elon,167531520,TSLA,S,2021-11-11,1089.31,-2552253.33,Sale
-3918,2021-11-12,0000899243-21-044262,Musk Elon,167533863,TSLA,S,2021-11-11,1088.58,-4265056.4399999995,Sale
-5967,2021-11-12,0000899243-21-044261,Musk Elon,167537781,TSLA,S,2021-11-11,1087.24,-6487561.08,Sale
-3961,2021-11-12,0000899243-21-044261,Musk Elon,167543748,TSLA,S,2021-11-11,1086.44,-4303388.84,Sale
-2349,2021-11-12,0000899243-21-044261,Musk Elon,167547709,TSLA,S,2021-11-11,1085.61,-2550097.8899999997,Sale
-4940,2021-11-12,0000899243-21-044261,Musk Elon,167550058,TSLA,S,2021-11-11,1084.55,-5357677.0,Sale
-5357,2021-11-12,0000899243-21-044261,Musk Elon,167554998,TSLA,S,2021-11-11,1083.31,-5803291.67,Sale
-10701,2021-11-12,0000899243-21-044261,Musk Elon,167560355,TSLA,S,2021-11-11,1082.42,-11582976.42,Sale
-13132,2021-11-12,0000899243-21-044261,Musk Elon,167571056,TSLA,S,2021-11-11,1081.53,-14202651.959999999,Sale
-15053,2021-11-12,0000899243-21-044261,Musk Elon,167584188,TSLA,S,2021-11-11,1080.45,-16264013.850000001,Sale
-15843,2021-11-12,0000899243-21-044261,Musk Elon,167599241,TSLA,S,2021-11-11,1079.53,-17102993.79,Sale
-9429,2021-11-12,0000899243-21-044261,Musk Elon,167615084,TSLA,S,2021-11-11,1078.4,-10168233.600000001,Sale
-15051,2021-11-12,0000899243-21-044261,Musk Elon,167624513,TSLA,S,2021-11-11,1077.45,-16216699.950000001,Sale
-18457,2021-11-12,0000899243-21-044261,Musk Elon,167639564,TSLA,S,2021-11-11,1076.49,-19868775.93,Sale
-26188,2021-11-12,0000899243-21-044261,Musk Elon,167658021,TSLA,S,2021-11-11,1075.46,-28164146.48,Sale
-30829,2021-11-12,0000899243-21-044261,Musk Elon,167684209,TSLA,S,2021-11-11,1074.46,-33124527.34,Sale
-55742,2021-11-12,0000899243-21-044261,Musk Elon,167715038,TSLA,S,2021-11-11,1073.38,-59832347.96000001,Sale
-62412,2021-11-12,0000899243-21-044261,Musk Elon,167770780,TSLA,S,2021-11-11,1072.53,-66938742.36,Sale
-38156,2021-11-12,0000899243-21-044261,Musk Elon,167833192,TSLA,S,2021-11-11,1071.53,-40885298.68,Sale
-69905,2021-11-12,0000899243-21-044261,Musk Elon,167871348,TSLA,S,2021-11-11,1070.35,-74822816.75,Sale
-25012,2021-11-12,0000899243-21-044261,Musk Elon,167941253,TSLA,S,2021-11-11,1069.4,-26747832.8,Sale
-32262,2021-11-12,0000899243-21-044261,Musk Elon,167966265,TSLA,S,2021-11-11,1068.48,-34471301.76,Sale
-19950,2021-11-12,0000899243-21-044261,Musk Elon,167998527,TSLA,S,2021-11-11,1067.51,-21296824.5,Sale
-17208,2021-11-12,0000899243-21-044261,Musk Elon,168018477,TSLA,S,2021-11-11,1066.46,-18351643.68,Sale
-73432,2021-11-12,0000899243-21-044261,Musk Elon,168035685,TSLA,S,2021-11-11,1065.25,-78223438.0,Sale
-4901,2021-11-12,0000899243-21-044261,Musk Elon,168109117,TSLA,S,2021-11-11,1064.34,-5216330.34,Sale
-1801,2021-11-12,0000899243-21-044261,Musk Elon,168114018,TSLA,S,2021-11-11,1063.71,-1915741.71,Sale
-3600,2021-11-12,0000899243-21-044261,Musk Elon,168115819,TSLA,S,2021-11-11,1062.27,-3824172.0,Sale
-2800,2021-11-12,0000899243-21-044261,Musk Elon,168119419,TSLA,S,2021-11-11,1061.09,-2971052.0,Sale
-1000,2021-11-12,0000899243-21-044261,Musk Elon,168122219,TSLA,S,2021-11-11,1060.43,-1060430.0,Sale
-200,2021-11-12,0000899243-21-044261,Musk Elon,168123219,TSLA,S,2021-11-11,1059.29,-211858.0,Sale
-2000,2021-11-12,0000899243-21-044261,Musk Elon,168123419,TSLA,S,2021-11-11,1056.32,-2112640.0,Sale
-399,2021-11-10,0000899243-21-044244,Musk Elon,166904938,TSLA,S,2021-11-10,1077.35,-429862.64999999997,Sale
-2354,2021-11-10,0000899243-21-044244,Musk Elon,166905337,TSLA,S,2021-11-10,1076.5,-2534081.0,Sale
-4079,2021-11-10,0000899243-21-044244,Musk Elon,166907691,TSLA,S,2021-11-10,1075.49,-4386923.71,Sale
-16977,2021-11-10,0000899243-21-044244,Musk Elon,166911770,TSLA,S,2021-11-10,1074.45,-18240937.650000002,Sale
-18414,2021-11-10,0000899243-21-044244,Musk Elon,166928747,TSLA,S,2021-11-10,1073.47,-19766876.580000002,Sale
-19745,2021-11-10,0000899243-21-044244,Musk Elon,166947161,TSLA,S,2021-11-10,1072.56,-21177697.2,Sale
-16764,2021-11-10,0000899243-21-044244,Musk Elon,166966906,TSLA,S,2021-11-10,1071.51,-17962793.64,Sale
-11085,2021-11-10,0000899243-21-044244,Musk Elon,166983670,TSLA,S,2021-11-10,1070.49,-11866381.65,Sale
-11329,2021-11-10,0000899243-21-044244,Musk Elon,166994755,TSLA,S,2021-11-10,1069.5,-12116365.5,Sale
-20195,2021-11-10,0000899243-21-044244,Musk Elon,167006084,TSLA,S,2021-11-10,1068.45,-21577347.75,Sale
-20828,2021-11-10,0000899243-21-044244,Musk Elon,167026279,TSLA,S,2021-11-10,1067.5,-22233890.0,Sale
-20544,2021-11-10,0000899243-21-044244,Musk Elon,167047107,TSLA,S,2021-11-10,1066.57,-21911614.08,Sale
-8943,2021-11-10,0000899243-21-044244,Musk Elon,167067651,TSLA,S,2021-11-10,1065.59,-9529571.37,Sale
-16195,2021-11-10,0000899243-21-044244,Musk Elon,167076594,TSLA,S,2021-11-10,1064.52,-17239901.4,Sale
-14256,2021-11-10,0000899243-21-044244,Musk Elon,167092789,TSLA,S,2021-11-10,1063.48,-15160970.88,Sale
-9600,2021-11-10,0000899243-21-044244,Musk Elon,167107045,TSLA,S,2021-11-10,1062.53,-10200288.0,Sale
-17321,2021-11-10,0000899243-21-044244,Musk Elon,167116645,TSLA,S,2021-11-10,1061.44,-18385202.240000002,Sale
-12978,2021-11-10,0000899243-21-044244,Musk Elon,167133966,TSLA,S,2021-11-10,1060.52,-13763428.56,Sale
-7788,2021-11-10,0000899243-21-044242,Musk Elon,167146944,TSLA,S,2021-11-10,1059.43,-8250840.840000001,Sale
-11124,2021-11-10,0000899243-21-044242,Musk Elon,167154732,TSLA,S,2021-11-10,1058.47,-11774420.280000001,Sale
-9778,2021-11-10,0000899243-21-044242,Musk Elon,167165856,TSLA,S,2021-11-10,1057.49,-10340137.22,Sale
-5368,2021-11-10,0000899243-21-044242,Musk Elon,167175634,TSLA,S,2021-11-10,1056.46,-5671077.28,Sale
-7695,2021-11-10,0000899243-21-044242,Musk Elon,167181002,TSLA,S,2021-11-10,1055.52,-8122226.399999999,Sale
-12471,2021-11-10,0000899243-21-044242,Musk Elon,167188697,TSLA,S,2021-11-10,1054.37,-13149048.27,Sale
-17025,2021-11-10,0000899243-21-044242,Musk Elon,167201168,TSLA,S,2021-11-10,1053.49,-17935667.25,Sale
-11964,2021-11-10,0000899243-21-044242,Musk Elon,167218193,TSLA,S,2021-11-10,1052.52,-12592349.28,Sale
-9322,2021-11-10,0000899243-21-044242,Musk Elon,167230157,TSLA,S,2021-11-10,1051.52,-9802269.44,Sale
-7338,2021-11-10,0000899243-21-044242,Musk Elon,167239479,TSLA,S,2021-11-10,1050.47,-7708348.86,Sale
-13635,2021-11-10,0000899243-21-044242,Musk Elon,167246817,TSLA,S,2021-11-10,1049.42,-14308841.700000001,Sale
-14606,2021-11-10,0000899243-21-044242,Musk Elon,167260452,TSLA,S,2021-11-10,1048.52,-15314683.12,Sale
-10456,2021-11-10,0000899243-21-044242,Musk Elon,167275058,TSLA,S,2021-11-10,1047.58,-10953496.479999999,Sale
-5158,2021-11-10,0000899243-21-044242,Musk Elon,167285514,TSLA,S,2021-11-10,1046.64,-5398569.12,Sale
-2600,2021-11-10,0000899243-21-044242,Musk Elon,167290672,TSLA,S,2021-11-10,1045.4,-2718040.0000000005,Sale
-4000,2021-11-10,0000899243-21-044242,Musk Elon,167293272,TSLA,S,2021-11-10,1044.51,-4178040.0,Sale
-3510,2021-11-10,0000899243-21-044242,Musk Elon,167297272,TSLA,S,2021-11-10,1043.64,-3663176.4000000004,Sale
-3081,2021-11-10,0000899243-21-044242,Musk Elon,167300782,TSLA,S,2021-11-10,1042.52,-3212004.12,Sale
-2603,2021-11-10,0000899243-21-044242,Musk Elon,167303863,TSLA,S,2021-11-10,1041.44,-2710868.3200000003,Sale
-900,2021-11-10,0000899243-21-044242,Musk Elon,167306466,TSLA,S,2021-11-10,1040.62,-936557.9999999999,Sale
-2072,2021-11-10,0000899243-21-044242,Musk Elon,167307366,TSLA,S,2021-11-10,1039.31,-2153450.32,Sale
-1200,2021-11-10,0000899243-21-044242,Musk Elon,167309438,TSLA,S,2021-11-10,1038.26,-1245912.0,Sale
-3154,2021-11-10,0000899243-21-044242,Musk Elon,167310638,TSLA,S,2021-11-10,1037.4,-3271959.6,Sale
-6981,2021-11-10,0000899243-21-044242,Musk Elon,167313792,TSLA,S,2021-11-10,1036.47,-7235597.07,Sale
-5780,2021-11-10,0000899243-21-044242,Musk Elon,167320773,TSLA,S,2021-11-10,1035.47,-5985016.600000001,Sale
-4400,2021-11-10,0000899243-21-044242,Musk Elon,167326553,TSLA,S,2021-11-10,1034.56,-4552064.0,Sale
-4767,2021-11-10,0000899243-21-044242,Musk Elon,167330953,TSLA,S,2021-11-10,1033.49,-4926646.83,Sale
-4100,2021-11-10,0000899243-21-044242,Musk Elon,167335720,TSLA,S,2021-11-10,1032.57,-4233537.0,Sale
-4105,2021-11-10,0000899243-21-044242,Musk Elon,167339820,TSLA,S,2021-11-10,1031.58,-4234635.899999999,Sale
-2912,2021-11-10,0000899243-21-044242,Musk Elon,167343925,TSLA,S,2021-11-10,1030.49,-3000786.88,Sale
-3066,2021-11-10,0000899243-21-044241,Musk Elon,167346837,TSLA,S,2021-11-10,1029.43,-3156232.3800000004,Sale
-2449,2021-11-10,0000899243-21-044241,Musk Elon,167349903,TSLA,S,2021-11-10,1028.58,-2518992.42,Sale
-2749,2021-11-10,0000899243-21-044241,Musk Elon,167352352,TSLA,S,2021-11-10,1027.6,-2824872.4,Sale
-2620,2021-11-10,0000899243-21-044241,Musk Elon,167355101,TSLA,S,2021-11-10,1026.51,-2689456.2,Sale
-6860,2021-11-10,0000899243-21-044241,Musk Elon,167357721,TSLA,S,2021-11-10,1025.43,-7034449.800000001,Sale
-6540,2021-11-10,0000899243-21-044241,Musk Elon,167364581,TSLA,S,2021-11-10,1024.62,-6701014.799999999,Sale
-2533,2021-11-10,0000899243-21-044241,Musk Elon,167371121,TSLA,S,2021-11-10,1023.51,-2592550.83,Sale
-3011,2021-11-10,0000899243-21-044241,Musk Elon,167373654,TSLA,S,2021-11-10,1022.55,-3078898.05,Sale
-1400,2021-11-10,0000899243-21-044241,Musk Elon,167376665,TSLA,S,2021-11-10,1021.66,-1430324.0,Sale
-2301,2021-11-10,0000899243-21-044241,Musk Elon,167378065,TSLA,S,2021-11-10,1020.43,-2348009.4299999997,Sale
-1458,2021-11-10,0000899243-21-044241,Musk Elon,167380366,TSLA,S,2021-11-10,1019.57,-1486533.06,Sale
-1271,2021-11-10,0000899243-21-044241,Musk Elon,167381824,TSLA,S,2021-11-10,1018.56,-1294589.76,Sale
-900,2021-11-10,0000899243-21-044241,Musk Elon,167383095,TSLA,S,2021-11-10,1017.4,-915660.0,Sale
-1110,2021-11-10,0000899243-21-044241,Musk Elon,167383995,TSLA,S,2021-11-10,1016.43,-1128237.3,Sale
-1712,2021-11-10,0000899243-21-044241,Musk Elon,167385105,TSLA,S,2021-11-10,1015.43,-1738416.16,Sale
-1000,2021-11-10,0000899243-21-044241,Musk Elon,167386817,TSLA,S,2021-11-10,1014.52,-1014520.0,Sale
-800,2021-11-10,0000899243-21-044241,Musk Elon,167387817,TSLA,S,2021-11-10,1013.29,-810632.0,Sale
-703,2021-11-10,0000899243-21-044241,Musk Elon,167388617,TSLA,S,2021-11-10,1012.28,-711632.84,Sale
-1300,2021-11-10,0000899243-21-044241,Musk Elon,167389320,TSLA,S,2021-11-10,1011.41,-1314833.0,Sale
-5909,2021-11-10,0000899243-21-044241,Musk Elon,167390620,TSLA,S,2021-11-10,1010.1,-5968680.9,Sale
-473,2021-11-10,0000899243-21-044241,Musk Elon,167396529,TSLA,S,2021-11-10,1009.66,-477569.18,Sale
-1056,2021-11-10,0000899243-21-044241,Musk Elon,167397002,TSLA,S,2021-11-10,1008.57,-1065049.9200000002,Sale
-366,2021-11-10,0000899243-21-044241,Musk Elon,167398058,TSLA,S,2021-11-10,1007.09,-368594.94,Sale
-300,2021-11-10,0000899243-21-044241,Musk Elon,167398424,TSLA,S,2021-11-10,1006.18,-301854.0,Sale
-1302,2021-11-10,0000899243-21-044241,Musk Elon,167398724,TSLA,S,2021-11-10,1005.4,-1309030.8,Sale
-1112,2021-11-10,0000899243-21-044241,Musk Elon,167400026,TSLA,S,2021-11-10,1004.67,-1117193.04,Sale
-1500,2021-11-10,0000899243-21-044241,Musk Elon,167401138,TSLA,S,2021-11-10,1003.54,-1505310.0,Sale
-1104,2021-11-10,0000899243-21-044241,Musk Elon,167402638,TSLA,S,2021-11-10,1002.55,-1106815.2,Sale
-796,2021-11-10,0000899243-21-044241,Musk Elon,167403742,TSLA,S,2021-11-10,1001.26,-797002.96,Sale
-400,2021-11-10,0000899243-21-044241,Musk Elon,167404538,TSLA,S,2021-11-10,1000.0,-400000.0,Sale
-48385,2021-11-10,0000899243-21-044240,Musk Elon,167404938,TSLA,S,2021-11-09,1173.22,-56766249.7,Sale
-953,2021-11-10,0000899243-21-044240,Musk Elon,167453323,TSLA,S,2021-11-09,1172.89,-1117764.1700000002,Sale
-8665,2021-11-10,0000899243-21-044240,Musk Elon,167454276,TSLA,S,2021-11-09,1171.27,-10149054.55,Sale
-5276,2021-11-10,0000899243-21-044240,Musk Elon,167462941,TSLA,S,2021-11-09,1169.69,-6171284.44,Sale
-10843,2021-11-10,0000899243-21-044240,Musk Elon,167468217,TSLA,S,2021-11-09,1168.87,-12674057.409999998,Sale
-31446,2021-11-10,0000899243-21-044240,Musk Elon,167479060,TSLA,S,2021-11-09,1168.06,-36730814.76,Sale
-10707,2021-11-10,0000899243-21-044240,Musk Elon,167510506,TSLA,S,2021-11-09,1167.27,-12497959.89,Sale
-5593,2021-11-10,0000899243-21-044240,Musk Elon,167521213,TSLA,S,2021-11-09,1165.46,-6518417.78,Sale
-34448,2021-11-10,0000899243-21-044240,Musk Elon,167526806,TSLA,S,2021-11-09,1164.82,-40125719.36,Sale
-49952,2021-11-10,0000899243-21-044240,Musk Elon,167561254,TSLA,S,2021-11-09,1163.62,-58125146.239999995,Sale
-10,2021-11-10,0000899243-21-044240,Musk Elon,167611206,TSLA,S,2021-11-09,1161.47,-11614.7,Sale
-37569,2021-11-10,0000899243-21-044240,Musk Elon,167611216,TSLA,S,2021-11-09,1160.5,-43598824.5,Sale
-16137,2021-11-10,0000899243-21-044240,Musk Elon,167648785,TSLA,S,2021-11-09,1159.59,-18712303.83,Sale
-48412,2021-11-10,0000899243-21-044240,Musk Elon,167664922,TSLA,S,2021-11-09,1158.61,-56090627.31999999,Sale
-33040,2021-11-10,0000899243-21-044240,Musk Elon,167713334,TSLA,S,2021-11-09,1157.51,-38244130.4,Sale
-30577,2021-11-10,0000899243-21-044240,Musk Elon,167746374,TSLA,S,2021-11-09,1156.69,-35368110.13,Sale
-39463,2021-11-10,0000899243-21-044240,Musk Elon,167776951,TSLA,S,2021-11-09,1154.81,-45572267.03,Sale
-6195,2021-11-10,0000899243-21-044235,Musk Elon,167816414,TSLA,S,2021-11-09,1153.34,-7144941.3,Sale
-32830,2021-11-10,0000899243-21-044235,Musk Elon,167822609,TSLA,S,2021-11-09,1152.53,-37837559.9,Sale
-21758,2021-11-10,0000899243-21-044235,Musk Elon,167855439,TSLA,S,2021-11-09,1151.47,-25053684.26,Sale
-44756,2021-11-10,0000899243-21-044235,Musk Elon,167877197,TSLA,S,2021-11-09,1150.5,-51491778.0,Sale
-54455,2021-11-10,0000899243-21-044235,Musk Elon,167921953,TSLA,S,2021-11-09,1149.45,-62593299.75,Sale
-14670,2021-11-10,0000899243-21-044235,Musk Elon,167976408,TSLA,S,2021-11-09,1148.39,-16846881.3,Sale
-50689,2021-11-10,0000899243-21-044235,Musk Elon,167991078,TSLA,S,2021-11-09,1147.54,-58167655.059999995,Sale
-7120,2021-11-10,0000899243-21-044235,Musk Elon,168041767,TSLA,S,2021-11-09,1145.33,-8154749.6,Sale
-1199,2021-11-10,0000899243-21-044235,Musk Elon,168048887,TSLA,S,2021-11-09,1143.46,-1371008.54,Sale
-2342,2021-11-10,0000899243-21-044235,Musk Elon,168050086,TSLA,S,2021-11-09,1142.16,-2674938.72,Sale
-24891,2021-11-10,0000899243-21-044235,Musk Elon,168052428,TSLA,S,2021-11-09,1141.02,-28401128.82,Sale
-13824,2021-11-10,0000899243-21-044235,Musk Elon,168077319,TSLA,S,2021-11-09,1140.52,-15766548.48,Sale
-16175,2021-11-10,0000899243-21-044235,Musk Elon,168091143,TSLA,S,2021-11-09,1138.12,-18409091.0,Sale
-16600,2021-11-10,0000899243-21-044235,Musk Elon,168107318,TSLA,S,2021-11-09,1136.38,-18863908.0,Sale
-12237,2021-11-10,0000899243-21-044235,Musk Elon,168123918,TSLA,S,2021-11-09,1135.44,-13894379.280000001,Sale
-2513,2021-11-10,0000899243-21-044235,Musk Elon,168136155,TSLA,S,2021-11-09,1132.88,-2846927.4400000004,Sale
-13876,2021-11-10,0000899243-21-044235,Musk Elon,168138668,TSLA,S,2021-11-09,1131.45,-15700000.200000001,Sale
-8121,2021-11-10,0000899243-21-044235,Musk Elon,168152544,TSLA,S,2021-11-09,1130.38,-9179815.98,Sale
-100,2021-11-10,0000899243-21-044235,Musk Elon,168160665,TSLA,S,2021-11-09,1129.88,-112988.00000000001,Sale
-5796,2021-11-10,0000899243-21-044235,Musk Elon,168160765,TSLA,S,2021-11-09,1129.4,-6546002.4,Sale
-23825,2021-11-10,0000899243-21-044235,Musk Elon,168166561,TSLA,S,2021-11-09,1128.06,-26876029.5,Sale
-27010,2021-11-10,0000899243-21-044235,Musk Elon,168190386,TSLA,S,2021-11-09,1127.15,-30444321.500000004,Sale
-29721,2021-11-10,0000899243-21-044235,Musk Elon,168217396,TSLA,S,2021-11-09,1126.41,-33478031.610000003,Sale
-24523,2021-11-10,0000899243-21-044235,Musk Elon,168247117,TSLA,S,2021-11-09,1125.09,-27590582.069999997,Sale
-19495,2021-11-10,0000899243-21-044235,Musk Elon,168271640,TSLA,S,2021-11-09,1124.31,-21918423.45,Sale
-35519,2021-11-10,0000899243-21-044235,Musk Elon,168291135,TSLA,S,2021-11-09,1123.0,-39887837.0,Sale
-1500,2021-11-10,0000899243-21-044235,Musk Elon,168326654,TSLA,S,2021-11-09,1121.96,-1682940.0,Sale
-6437,2021-11-10,0000899243-21-044235,Musk Elon,168328154,TSLA,S,2021-11-09,1120.64,-7213559.680000001,Sale
-2298,2021-11-10,0000899243-21-044235,Musk Elon,168334591,TSLA,S,2021-11-09,1117.55,-2568129.9,Sale
-8212,2021-11-10,0000899243-21-044235,Musk Elon,168336889,TSLA,S,2021-11-09,1116.42,-9168041.040000001,Sale
-16279,2021-11-10,0000899243-21-044232,Musk Elon,168345101,TSLA,S,2021-11-09,1115.03,-18151573.37,Sale
-13323,2021-11-10,0000899243-21-044232,Musk Elon,168361380,TSLA,S,2021-11-09,1114.11,-14843287.53,Sale
-34251,2021-11-10,0000899243-21-044232,Musk Elon,168374703,TSLA,S,2021-11-09,1113.29,-38131295.79,Sale
-24150,2021-11-10,0000899243-21-044232,Musk Elon,168408954,TSLA,S,2021-11-09,1112.13,-26857939.500000004,Sale
-21188,2021-11-10,0000899243-21-044232,Musk Elon,168433104,TSLA,S,2021-11-09,1111.07,-23541351.16,Sale
-31461,2021-11-10,0000899243-21-044232,Musk Elon,168454292,TSLA,S,2021-11-09,1110.23,-34928946.03,Sale
-19551,2021-11-10,0000899243-21-044232,Musk Elon,168485753,TSLA,S,2021-11-09,1108.09,-21664267.59,Sale
-24240,2021-11-10,0000899243-21-044232,Musk Elon,168505304,TSLA,S,2021-11-09,1106.82,-26829316.799999997,Sale
-21358,2021-11-10,0000899243-21-044232,Musk Elon,168529544,TSLA,S,2021-11-09,1105.91,-23620025.78,Sale
-16110,2021-11-10,0000899243-21-044232,Musk Elon,168550902,TSLA,S,2021-11-09,1104.73,-17797200.3,Sale
-1738,2021-11-10,0000899243-21-044232,Musk Elon,168567012,TSLA,S,2021-11-09,1103.45,-1917796.1,Sale
-18122,2021-11-10,0000899243-21-044232,Musk Elon,168568750,TSLA,S,2021-11-09,1102.17,-19973524.740000002,Sale
-6443,2021-11-10,0000899243-21-044232,Musk Elon,168586872,TSLA,S,2021-11-09,1101.41,-7096384.630000001,Sale
-16191,2021-11-10,0000899243-21-044232,Musk Elon,168593315,TSLA,S,2021-11-09,1100.53,-17818681.23,Sale
-5300,2021-11-10,0000899243-21-044232,Musk Elon,168609506,TSLA,S,2021-11-09,1096.49,-5811397.0,Sale
-58428,2021-11-10,0000899243-21-044232,Musk Elon,168614806,TSLA,S,2021-11-09,1092.96,-63859466.88,Sale
-2500,2021-11-10,0000899243-21-044232,Musk Elon,168673234,TSLA,S,2021-11-09,1091.47,-2728675.0,Sale
-11389,2021-11-10,0000899243-21-044232,Musk Elon,168675734,TSLA,S,2021-11-09,1087.85,-12389523.649999999,Sale
-6148,2021-11-10,0000899243-21-044232,Musk Elon,168687123,TSLA,S,2021-11-09,1084.67,-6668551.16,Sale
